Dark Matter mass = 11.5139 GeV
Coupling = 1.83402e-12T in GeV, sigmav in GeV^-2
2.72887e-09,-nan
2.8486e-09,-nan
2.97358e-09,-nan
3.10404e-09,-nan
3.24022e-09,-nan
3.38238e-09,-nan
3.53078e-09,-nan
3.68569e-09,-nan
3.84739e-09,-nan
4.01619e-09,-nan
4.1924e-09,-nan
4.37633e-09,-nan
4.56834e-09,-nan
4.76877e-09,-nan
4.97799e-09,-nan
5.19639e-09,-nan
5.42438e-09,-nan
5.66237e-09,-nan
5.91079e-09,-nan
6.17012e-09,-nan
6.44083e-09,-nan
6.72341e-09,-nan
7.01839e-09,-nan
7.32631e-09,-nan
7.64774e-09,-nan
7.98328e-09,-nan
8.33353e-09,-nan
8.69915e-09,-nan
9.08082e-09,-nan
9.47922e-09,-nan
9.89511e-09,-nan
1.03292e-08,-nan
1.07824e-08,-nan
1.12555e-08,-nan
1.17493e-08,-nan
1.22648e-08,-nan
1.28029e-08,-nan
1.33646e-08,-nan
1.3951e-08,-nan
1.4563e-08,-nan
1.5202e-08,-nan
1.58689e-08,-nan
1.65652e-08,-nan
1.72919e-08,-nan
1.80506e-08,-nan
1.88425e-08,-nan
1.96692e-08,-nan
2.05322e-08,-nan
2.1433e-08,-nan
2.23733e-08,-nan
2.33549e-08,-nan
2.43796e-08,-nan
2.54492e-08,-nan
2.65658e-08,-nan
2.77313e-08,-nan
2.8948e-08,-nan
3.0218e-08,-nan
3.15438e-08,-nan
3.29278e-08,-nan
3.43724e-08,-nan
3.58805e-08,-nan
3.74547e-08,-nan
3.90979e-08,-nan
4.08133e-08,-nan
4.26039e-08,-nan
4.44731e-08,-nan
4.64243e-08,-nan
4.84611e-08,-nan
5.05873e-08,-nan
5.28067e-08,-nan
5.51235e-08,-nan
5.7542e-08,-nan
6.00666e-08,-nan
6.27019e-08,-nan
6.54529e-08,-nan
6.83245e-08,-nan
7.13222e-08,-nan
7.44513e-08,-nan
7.77178e-08,-nan
8.11275e-08,-nan
8.46869e-08,-nan
8.84024e-08,-nan
9.22809e-08,-nan
9.63296e-08,-nan
1.00556e-07,-nan
1.04968e-07,-nan
1.09573e-07,-nan
1.1438e-07,-nan
1.19399e-07,-nan
1.24637e-07,-nan
1.30105e-07,-nan
1.35814e-07,-nan
1.41772e-07,-nan
1.47992e-07,-nan
1.54485e-07,-nan
1.61263e-07,-nan
1.68338e-07,-nan
1.75724e-07,-nan
1.83433e-07,-nan
1.91481e-07,-nan
1.99882e-07,-nan
2.08652e-07,-nan
2.17806e-07,-nan
2.27362e-07,-nan
2.37337e-07,-nan
2.4775e-07,-nan
2.5862e-07,-nan
2.69966e-07,-nan
2.81811e-07,-nan
2.94175e-07,-nan
3.07081e-07,-nan
3.20554e-07,-nan
3.34618e-07,-nan
3.49299e-07,-nan
3.64624e-07,-nan
3.80621e-07,-nan
3.9732e-07,-nan
4.14752e-07,-nan
4.32949e-07,-nan
4.51944e-07,-nan
4.71772e-07,-nan
4.92471e-07,-nan
5.14077e-07,-nan
5.36632e-07,-nan
5.60175e-07,-nan
5.84752e-07,-nan
6.10408e-07,-nan
6.37188e-07,-nan
6.65144e-07,-nan
6.94326e-07,-nan
7.24789e-07,-nan
7.56588e-07,-nan
7.89782e-07,-nan
8.24433e-07,-nan
8.60604e-07,-nan
8.98361e-07,-nan
9.37776e-07,-nan
9.78919e-07,-nan
1.02187e-06,-nan
1.0667e-06,-nan
1.1135e-06,-nan
1.16235e-06,-nan
1.21335e-06,-nan
1.26659e-06,-nan
1.32215e-06,-nan
1.38016e-06,-nan
1.44072e-06,-nan
1.50392e-06,-nan
1.56991e-06,-nan
1.63878e-06,-nan
1.71068e-06,-nan
1.78574e-06,-nan
1.86408e-06,-nan
1.94587e-06,-nan
2.03124e-06,-nan
2.12036e-06,-nan
2.21339e-06,-nan
2.3105e-06,-nan
2.41187e-06,-nan
2.51768e-06,-nan
2.62814e-06,-nan
2.74345e-06,-nan
2.86381e-06,-nan
2.98946e-06,-nan
3.12062e-06,-nan
3.25753e-06,-nan
3.40045e-06,-nan
3.54964e-06,-nan
3.70537e-06,-nan
3.86794e-06,-nan
4.03764e-06,-nan
4.21479e-06,-nan
4.39971e-06,-nan
4.59274e-06,-nan
4.79424e-06,-nan
5.00458e-06,-nan
5.22415e-06,-nan
5.45335e-06,-nan
5.69261e-06,-nan
5.94236e-06,-nan
6.20307e-06,-nan
6.47523e-06,-nan
6.75932e-06,-nan
7.05587e-06,-nan
7.36544e-06,-nan
7.68859e-06,-nan
8.02591e-06,-nan
8.37804e-06,-nan
8.74561e-06,-nan
9.12931e-06,-nan
9.52985e-06,-nan
9.94796e-06,-nan
1.03844e-05,-nan
1.084e-05,-nan
1.13156e-05,-nan
1.18121e-05,-nan
1.23303e-05,-nan
1.28713e-05,-nan
1.3436e-05,-nan
1.40255e-05,-nan
1.46408e-05,-nan
1.52832e-05,-nan
1.59537e-05,-nan
1.66536e-05,-nan
1.73843e-05,-nan
1.8147e-05,-nan
1.89432e-05,-nan
1.97743e-05,-nan
2.06418e-05,-nan
2.15475e-05,-nan
2.24928e-05,-nan
2.34797e-05,-nan
2.45098e-05,-nan
2.55851e-05,-nan
2.67077e-05,-nan
2.78794e-05,-nan
2.91026e-05,-nan
3.03794e-05,-nan
3.17123e-05,-nan
3.31036e-05,-nan
3.4556e-05,-nan
3.60721e-05,-nan
3.76547e-05,-nan
3.93067e-05,-nan
4.10313e-05,-nan
4.28315e-05,-nan
4.47106e-05,-nan
4.66722e-05,-nan
4.87199e-05,-nan
5.08574e-05,-nan
5.30887e-05,-nan
5.54179e-05,-nan
5.78493e-05,-nan
6.03874e-05,-nan
6.30368e-05,-nan
6.58024e-05,-nan
6.86894e-05,-nan
7.17031e-05,-nan
7.48489e-05,-nan
7.81328e-05,-nan
8.15608e-05,-nan
8.51392e-05,-nan
8.88745e-05,-nan
9.27738e-05,-nan
9.68441e-05,-nan
0.000101093,-nan
0.000105528,-nan
0.000110158,-nan
0.000114991,-nan
0.000120036,-nan
0.000125303,-nan
0.0001308,-nan
0.000136539,-nan
0.000142529,-nan
0.000148783,-nan
0.00015531,-nan
0.000162124,-nan
0.000169237,-nan
0.000176662,-nan
0.000184413,-nan
0.000192504,-nan
0.00020095,-nan
0.000209766,-nan
0.000218969,-nan
0.000228576,-nan
0.000238605,-nan
0.000249073,-nan
0.000260001,-nan
0.000271408,-nan
0.000283316,-nan
0.000295746,-nan
0.000308721,-nan
0.000322266,-nan
0.000336405,-nan
0.000351164,-nan
0.000366571,-nan
0.000382654,-nan
0.000399442,-nan
0.000416967,-nan
0.000435261,-nan
0.000454358,-nan
0.000474292,-nan
0.000495101,-nan
0.000516823,-nan
0.000539498,-nan
0.000563167,-nan
0.000587875,-nan
0.000613668,-nan
0.000640591,-nan
0.000668696,-nan
0.000698035,-nan
0.00072866,-nan
0.000760629,-nan
0.000794,-nan
0.000828836,-nan
0.0008652,-nan
0.000903159,-nan
0.000942784,-nan
0.000984147,-nan
0.00102733,-nan
0.0010724,-nan
0.00111945,-nan
0.00116856,-nan
0.00121983,-nan
0.00127335,-nan
0.00132922,-nan
0.00138753,-nan
0.00144841,-nan
0.00151196,-nan
0.00157829,-nan
0.00164754,-nan
0.00171982,-nan
0.00179527,-nan
0.00187404,-nan
0.00195626,-nan
0.00204209,-nan
0.00213168,-nan
0.00222521,-nan
0.00232283,-nan
0.00242475,-nan
0.00253113,-nan
0.00264218,-nan
0.0027581,-nan
0.00287911,-nan
0.00300542,-nan
0.00313728,-nan
0.00327493,-nan
0.00341861,-nan
0.0035686,-nan
0.00372516,-nan
0.0038886,-nan
0.00405921,-nan
0.0042373,-nan
0.0044232,-nan
0.00461727,-nan
0.00481984,-nan
0.00503131,-nan
0.00525205,-nan
0.00548247,-nan
0.00572301,-nan
0.0059741,-nan
0.0062362,-nan
0.00650981,-nan
0.00679542,-nan
0.00709356,-nan
0.00740478,-nan
0.00772965,-nan
0.00806878,-nan
0.00842278,-nan
0.00879232,-nan
0.00917807,-nan
0.00958075,-nan
0.0100011,-nan
0.0104399,-nan
0.0108979,-nan
0.011376,-nan
0.0118751,-nan
0.0123961,-nan
0.01294,-nan
0.0135077,-nan
0.0141004,-nan
0.014719,-nan
0.0153648,-nan
0.0160389,-nan
0.0167426,1.05639e-30
0.0174771,1.05634e-30
0.0182439,1.05628e-30
0.0190443,1.05621e-30
0.0198799,1.05615e-30
0.0207521,1.05608e-30
0.0216626,1.05601e-30
0.022613,1.05594e-30
0.0236051,1.05586e-30
0.0246407,1.05578e-30
0.0257218,1.0557e-30
0.0268503,1.05561e-30
0.0280283,1.05552e-30
0.029258,1.05543e-30
0.0305417,1.05533e-30
0.0318816,1.05523e-30
0.0332804,1.05512e-30
0.0347405,1.05501e-30
0.0362647,1.05489e-30
0.0378558,1.05477e-30
0.0395167,1.05464e-30
0.0412504,1.05451e-30
0.0430602,1.05437e-30
0.0449494,1.05422e-30
0.0469215,1.05407e-30
0.0489801,1.05391e-30
0.0511291,1.05375e-30
0.0533723,1.05357e-30
0.0557139,1.05339e-30
0.0581583,1.05321e-30
0.0607099,1.05301e-30
0.0633734,1.05281e-30
0.0661539,1.05259e-30
0.0690563,1.05237e-30
0.072086,1.05214e-30
0.0752487,1.0519e-30
0.0785501,1.05165e-30
0.0819964,1.05138e-30
0.0855939,1.05111e-30
0.0893492,1.05082e-30
0.0932693,1.05052e-30
0.0973613,1.05021e-30
0.101633,1.04988e-30
0.106092,1.04954e-30
0.110747,1.04919e-30
0.115605,1.04882e-30
0.120677,1.04843e-30
0.125972,1.04803e-30
0.131499,1.04761e-30
0.137268,1.04717e-30
0.143291,1.04671e-30
0.149577,1.04624e-30
0.15614,1.04574e-30
0.16299,1.04522e-30
0.170141,1.04468e-30
0.177606,1.04412e-30
0.185398,1.04353e-30
0.193532,1.04292e-30
0.202023,1.04228e-30
0.210886,1.04161e-30
0.220139,1.04091e-30
0.229797,1.04019e-30
0.239879,1.03943e-30
0.250403,1.03864e-30
0.26139,1.03782e-30
0.272858,1.03697e-30
0.284829,1.03607e-30
0.297325,1.03514e-30
0.31037,1.03418e-30
0.323987,1.03316e-30
0.338202,1.03211e-30
0.35304,1.03102e-30
0.368529,1.02987e-30
0.384698,1.02868e-30
0.401576,1.02744e-30
0.419194,1.02615e-30
0.437586,1.0248e-30
0.456784,1.0234e-30
0.476825,1.02194e-30
0.497745,1.02043e-30
0.519583,1.01884e-30
0.542379,1.0172e-30
0.566175,1.01548e-30
0.591015,1.0137e-30
0.616945,1.01184e-30
0.644013,1.00991e-30
0.672268,1.0079e-30
0.701763,1.00581e-30
0.732551,1.00364e-30
0.764691,1.00138e-30
0.798241,9.99031e-31
0.833262,9.96589e-31
0.869821,9.9405e-31
0.907983,9.91412e-31
0.947819,9.88671e-31
0.989404,9.85824e-31
1.03281,9.82867e-31
1.07813,9.79797e-31
1.12543,9.76609e-31
1.1748,9.73301e-31
1.22635,9.69868e-31
1.28015,9.66307e-31
1.33631,9.62613e-31
1.39494,9.58783e-31
1.45615,9.54812e-31
1.52003,9.50698e-31
1.58672,9.46435e-31
1.65634,9.42019e-31
1.72901,9.37447e-31
1.80486,9.32715e-31
1.88405,9.27818e-31
1.96671,9.22752e-31
2.053,9.17514e-31
2.14307,9.12099e-31
2.23709,9.06504e-31
2.33524,9.00725e-31
2.4377,8.94758e-31
2.54465,8.88599e-31
2.65629,8.82245e-31
2.77283,8.75693e-31
2.89448,8.68939e-31
3.02148,8.61981e-31
3.15404,8.54815e-31
3.29242,8.47439e-31
3.43687,8.39851e-31
3.58766,8.32048e-31
3.74506,8.2403e-31
3.90937,8.15793e-31
4.08089,8.07338e-31
4.25993,7.98663e-31
4.44683,7.89767e-31
4.64193,7.80652e-31
4.84558,7.71317e-31
5.05818,7.61762e-31
5.2801,7.5199e-31
5.51175,7.42002e-31
5.75357,7.318e-31
6.006,7.21387e-31
6.26951,7.10766e-31
6.54457,6.99942e-31
6.83171,6.88918e-31
7.13144,6.777e-31
7.44432,6.66293e-31
7.77093,6.54704e-31
8.11187,6.4294e-31
8.46777,6.31007e-31
8.83928,6.18915e-31
9.22709,6.06671e-31
9.63191,5.94284e-31
10.0545,5.81766e-31
10.4956,5.69126e-31
10.9561,5.56376e-31
11.4368,5.43526e-31
11.9386,5.30589e-31
12.4624,5.17577e-31
13.0091,5.04504e-31
13.5799,4.91384e-31
14.1757,4.78229e-31
14.7976,4.65054e-31
15.4468,4.51873e-31
16.1245,4.38702e-31
16.832,4.25555e-31
17.5705,4.12447e-31
18.3413,3.99394e-31
19.146,3.8641e-31
19.9861,3.73511e-31
20.8629,3.60711e-31
21.7782,3.48027e-31
22.7337,3.35471e-31
23.7311,3.23059e-31
24.7723,3.10805e-31
25.8592,2.98722e-31
26.9937,2.86823e-31
28.178,2.75122e-31
29.4143,2.63629e-31
30.7048,2.55013e-31
32.0519,2.44122e-31
33.4582,2.33475e-31
34.9261,2.23081e-31
36.4584,2.12947e-31
38.058,2.0308e-31
39.7277,1.93487e-31
41.4707,1.84173e-31
43.2902,1.75142e-31
45.1895,1.66397e-31
47.1721,1.57941e-31
49.2417,1.49776e-31
51.4021,1.41901e-31
53.6573,1.34318e-31
56.0115,1.27025e-31
58.4689,1.20019e-31
61.0341,1.133e-31
63.7119,1.06876e-31
66.5072,1.00733e-31
69.4251,9.48629e-32
72.471,8.92607e-32
75.6506,8.39198e-32
78.9696,7.88337e-32
82.4343,7.39973e-32
86.051,6.94034e-32
89.8264,6.50449e-32
93.7674,6.0914e-32
97.8813,5.70043e-32
102.176,5.33068e-32
106.659,4.98146e-32
111.338,4.65197e-32
116.223,4.34133e-32
121.322,4.04883e-32
126.645,3.77367e-32
132.201,3.51507e-32
138.001,3.27225e-32
144.056,3.04439e-32
150.376,2.83086e-32
156.974,2.63083e-32
163.861,2.44365e-32
171.05,2.26862e-32
178.554,2.1051e-32
186.388,1.95242e-32
194.566,1.80998e-32
203.102,1.67719e-32
212.013,1.55343e-32
221.315,1.43824e-32
231.024,1.33105e-32
241.16,1.23135e-32
251.741,1.13871e-32
262.786,1.05265e-32
274.315,9.72768e-33
286.35,8.98635e-33
298.913,8.29901e-33
312.028,7.66175e-33
325.718,7.07133e-33
340.008,6.52457e-33
354.925,6.01856e-33
370.497,5.55025e-33
386.752,5.1171e-33
403.72,4.71664e-33
421.433,4.34652e-33
439.923,4.00465e-33
459.224,3.68883e-33
479.372,3.39725e-33
500.403,3.12811e-33
522.358,2.87978e-33
545.276,2.65071e-33
569.199,2.43946e-33
594.172,2.24469e-33
620.24,2.06517e-33
647.452,1.89973e-33
675.858,1.74731e-33
705.51,1.60689e-33
736.464,1.4776e-33
768.775,1.35856e-33
802.504,1.24897e-33
837.713,1.1481e-33
874.466,1.05528e-33
912.832,9.69848e-34
952.881,8.91275e-34
994.688,8.19e-34
1038.33,7.52527e-34
1083.88,6.91383e-34
1131.44,6.35177e-34
1181.08,5.83501e-34
1232.9,5.35985e-34
1286.99,4.9232e-34
1343.45,4.52187e-34
1402.39,4.15295e-34
1463.92,3.81402e-34
1528.15,3.5026e-34
1595.19,3.21639e-34
1665.18,2.95351e-34
1738.24,2.71196e-34
1814.5,2.49012e-34
1894.11,2.2863e-34
1977.21,2.09915e-34
2063.96,1.92726e-34
2154.51,1.76935e-34
2249.04,1.62438e-34
2347.71,1.49122e-34
2450.71,1.36893e-34
2558.24,1.25668e-34
2670.48,1.15359e-34
2787.64,1.05895e-34
2909.94,9.72041e-35
3037.61,8.9227e-35
3170.88,8.19013e-35
3310,7.51759e-35
3455.22,6.90036e-35
3606.82,6.33357e-35
3765.06,5.8134e-35
3930.25,5.33577e-35
4102.68,4.89734e-35
4282.68,4.49488e-35
4470.58,4.12556e-35
4666.72,3.78647e-35
4871.46,3.47521e-35
5085.19,3.1896e-35
5308.3,2.92737e-35
5541.19,2.68669e-35
5784.3,2.46577e-35
6038.08,2.26307e-35
6302.99,2.07697e-35
6579.53,1.90616e-35
6868.19,1.74939e-35
7169.53,1.60555e-35
7484.08,1.4735e-35
7812.43,1.3523e-35
8155.19,1.24106e-35
8512.99,1.13897e-35
8886.49,1.04528e-35
9276.37,9.59317e-36
9683.36,8.80399e-36
10108.2,8.0797e-36
10551.7,7.41499e-36
11014.6,6.80495e-36
11497.9,6.24509e-36
12002.3,5.73128e-36
12528.9,5.25974e-36
13078.6,4.82698e-36
13652.4,4.42995e-36
14251.4,4.06546e-36
14876.6,3.73096e-36
15529.3,3.42397e-36
16210.7,3.14224e-36
16921.9,2.88369e-36
17664.3,2.64642e-36
18439.3,2.42866e-36
19248.3,2.22882e-36
20092.8,2.04542e-36
20974.3,1.87712e-36
21894.6,1.72266e-36
22855.1,1.58091e-36
23857.9,1.45082e-36
24904.6,1.33144e-36
25997.3,1.22188e-36
27137.9,1.12134e-36
28328.5,1.02904e-36
29571.4,9.44362e-37
30868.8,8.66653e-37
32223.1,7.95339e-37
33636.8,7.29893e-37
35112.6,6.69833e-37
36653.1,6.14714e-37
38261.2,5.64131e-37
39939.9,5.17711e-37
41692.2,4.7511e-37
43521.4,4.36001e-37
45430.8,4.00124e-37
47424,3.67199e-37
49504.7,3.36984e-37
51676.6,3.09254e-37
53943.9,2.83807e-37
56310.6,2.60445e-37
58781.1,2.39014e-37
61360.1,2.19347e-37
64052.2,2.01298e-37
66862.4,1.84734e-37
69795.9,1.69533e-37
72858.1,1.55578e-37
76054.6,1.42776e-37
79391.4,1.31027e-37
82874.6,1.20246e-37
86510.6,1.10348e-37
90306.1,1.01268e-37
94268.2,9.29351e-38
98404,8.52879e-38
102721,7.82675e-38
107228,7.18273e-38
111933,6.59171e-38
116844,6.04931e-38
121970,5.55137e-38
127321,5.09459e-38
132907,4.67538e-38
138738,4.29054e-38
144825,3.9375e-38
151179,3.61351e-38
157812,3.31607e-38
164736,3.04321e-38
171963,2.79281e-38
179508,2.56293e-38
187384,2.35204e-38
195605,2.15851e-38
204187,1.98084e-38
213145,1.81785e-38
222497,1.66828e-38
232258,1.53096e-38
242448,1.40499e-38
253085,1.28939e-38
264189,1.18325e-38
275780,1.08589e-38
287879,9.96512e-39
300510,9.1452e-39
313694,8.39273e-39
327457,7.70191e-39
341824,7.0682e-39
356821,6.48641e-39
372476,5.95271e-39
388818,5.46293e-39
405877,5.01327e-39
423684,4.60079e-39
442272,4.22209e-39
461676,3.87471e-39
481932,3.55577e-39
503076,3.26321e-39
525148,2.99462e-39
548188,2.74823e-39
572239,2.52211e-39
597345,2.31452e-39
623552,2.12409e-39
650910,1.94925e-39
679468,1.78887e-39
709278,1.64163e-39
740397,1.50657e-39
772881,1.38256e-39
806790,1.26881e-39
842187,1.16438e-39
879136,1.06858e-39
917707,9.80622e-40
957970,8.99942e-40
1e+06,8.25869e-40
